StateFIPS,State,Year,Value,Data Comment,Number of CWS,,Concentration
53,Washington,2011,0%,,0,,Concentration: (>5)
53,Washington,2011,99%,,319,,Concentration: (not-detected)
53,Washington,2012,1%,,4,,Concentration: (0-<=5)
53,Washington,2012,0%,,0,,Concentration: (>5)
53,Washington,2012,99%,,496,,Concentration: (not-detected)
53,Washington,2013,1%,,3,,Concentration: (0-<=5)
53,Washington,2013,0%,,0,,Concentration: (>5)
53,Washington,2013,99%,,362,,Concentration: (not-detected)
53,Washington,2014,1%,,4,,Concentration: (0-<=5)
53,Washington,2014,0%,,0,,Concentration: (>5)
53,Washington,2014,99%,,315,,Concentration: (not-detected)
53,Washington,2015,1%,,4,,Concentration: (0-<=5)
53,Washington,2015,0%,,0,,Concentration: (>5)
53,Washington,2015,99%,,488,,Concentration: (not-detected)
53,Washington,2016,0%,,4,,Concentration: (0-<=5)
53,Washington,2016,0%,,0,,Concentration: (>5)
53,Washington,2016,100%,,956,,Concentration: (not-detected)
53,Washington,2017,1%,,4,,Concentration: (0-<=5)
53,Washington,2017,0%,,0,,Concentration: (>5)
53,Washington,2017,99%,,319,,Concentration: (not-detected)
53,Washington,2019,1%,,4,,Concentration: (0-<=5)
53,Washington,2019,0%,,0,,Concentration: (>5)
53,Washington,2019,99%,,505,,Concentration: (not-detected)
53,Washington,2020,1%,,2,,Concentration: (0-<=5)
53,Washington,2020,0%,,0,,Concentration: (>5)
53,Washington,2020,99%,,300,,Concentration: (not-detected)
53,Washington,2021,0%,,0,,Concentration: (0-<=5)
53,Washington,2021,0%,,0,,Concentration: (>5)
53,Washington,2021,100%,,500,,Concentration: (not-detected)
53,Washington,2022,0%,,2,,Concentration: (0-<=5)
53,Washington,2022,0%,,0,,Concentration: (>5)
53,Washington,2022,100%,,855,,Concentration: (not-detected)
53,Washington,2023,0%,,0,,Concentration: (0-<=5)
53,Washington,2023,0%,,0,,Concentration: (>5)
53,Washington,2023,100%,,338,,Concentration: (not-detected)
54,West Virginia,1999,0%,,0,,Concentration: (0-<=5)
54,West Virginia,1999,0%,,0,,Concentration: (>5)
54,West Virginia,1999,100%,,15,,Concentration: (not-detected)
54,West Virginia,2000,0%,,0,,Concentration: (0-<=5)
54,West Virginia,2000,0%,,0,,Concentration: (>5)
54,West Virginia,2000,100%,,65,,Concentration: (not-detected)
54,West Virginia,2002,1%,,2,,Concentration: (0-<=5)
54,West Virginia,2002,1%,,1,,Concentration: (>5)
54,West Virginia,2002,98%,,183,,Concentration: (not-detected)
54,West Virginia,2003,1%,,1,,Concentration: (0-<=5)
54,West Virginia,2003,1%,,1,,Concentration: (>5)
54,West Virginia,2003,99%,,155,,Concentration: (not-detected)
54,West Virginia,2004,1%,,1,,Concentration: (0-<=5)
54,West Virginia,2004,1%,,1,,Concentration: (>5)
54,West Virginia,2004,99%,,179,,Concentration: (not-detected)
54,West Virginia,2005,1%,,1,,Concentration: (0-<=5)
54,West Virginia,2005,1%,,1,,Concentration: (>5)
54,West Virginia,2005,99%,,151,,Concentration: (not-detected)
54,West Virginia,2006,1%,,2,,Concentration: (0-<=5)
54,West Virginia,2006,1%,,1,,Concentration: (>5)
54,West Virginia,2006,98%,,180,,Concentration: (not-detected)
54,West Virginia,2007,1%,,2,,Concentration: (0-<=5)
54,West Virginia,2007,0%,,1,,Concentration: (>5)
54,West Virginia,2007,99%,,215,,Concentration: (not-detected)
54,West Virginia,2008,0%,,0,,Concentration: (0-<=5)
54,West Virginia,2008,1%,,1,,Concentration: (>5)
54,West Virginia,2008,99%,,143,,Concentration: (not-detected)
54,West Virginia,2009,0%,,0,,Concentration: (0-<=5)
54,West Virginia,2009,0%,,0,,Concentration: (>5)
54,West Virginia,2009,100%,,144,,Concentration: (not-detected)
54,West Virginia,2010,1%,,2,,Concentration: (0-<=5)
54,West Virginia,2010,1%,,2,,Concentration: (>5)
54,West Virginia,2010,98%,,195,,Concentration: (not-detected)
54,West Virginia,2011,1%,,2,,Concentration: (0-<=5)
54,West Virginia,2011,1%,,1,,Concentration: (>5)
54,West Virginia,2011,98%,,158,,Concentration: (not-detected)
54,West Virginia,2012,0%,,0,,Concentration: (0-<=5)
54,West Virginia,2012,0%,,0,,Concentration: (>5)
54,West Virginia,2012,100%,,139,,Concentration: (not-detected)
54,West Virginia,2013,1%,,3,,Concentration: (0-<=5)
54,West Virginia,2013,0%,,1,,Concentration: (>5)
54,West Virginia,2013,98%,,229,,Concentration: (not-detected)
54,West Virginia,2014,2%,,3,,Concentration: (0-<=5)
54,West Virginia,2014,0%,,0,,Concentration: (>5)
54,West Virginia,2014,98%,,138,,Concentration: (not-detected)
54,West Virginia,2015,2%,,3,,Concentration: (0-<=5)
54,West Virginia,2015,1%,,1,,Concentration: (>5)
54,West Virginia,2015,97%,,131,,Concentration: (not-detected)
54,West Virginia,2016,3%,,6,,Concentration: (0-<=5)
54,West Virginia,2016,0%,,1,,Concentration: (>5)
54,West Virginia,2016,97%,,229,,Concentration: (not-detected)
54,West Virginia,2017,1%,,2,,Concentration: (0-<=5)
54,West Virginia,2017,2%,,3,,Concentration: (>5)
54,West Virginia,2017,96%,,130,,Concentration: (not-detected)
54,West Virginia,2018,3%,,4,,Concentration: (0-<=5)
54,West Virginia,2018,1%,,1,,Concentration: (>5)
54,West Virginia,2018,96%,,131,,Concentration: (not-detected)
55,Wisconsin,1999,5%,,29,,Concentration: (0-<=5)
55,Wisconsin,1999,0%,,1,,Concentration: (>5)
55,Wisconsin,1999,95%,,532,,Concentration: (not-detected)
55,Wisconsin,2000,5%,,24,,Concentration: (0-<=5)
55,Wisconsin,2000,0%,,0,,Concentration: (>5)
55,Wisconsin,2000,95%,,446,,Concentration: (not-detected)
55,Wisconsin,2001,10%,,25,,Concentration: (0-<=5)
55,Wisconsin,2001,1%,,2,,Concentration: (>5)
55,Wisconsin,2001,89%,,215,,Concentration: (not-detected)
55,Wisconsin,2002,5%,,29,,Concentration: (0-<=5)
55,Wisconsin,2002,0%,,1,,Concentration: (>5)
55,Wisconsin,2002,95%,,588,,Concentration: (not-detected)
55,Wisconsin,2003,4%,,21,,Concentration: (0-<=5)
55,Wisconsin,2003,0%,,1,,Concentration: (>5)
55,Wisconsin,2003,95%,,452,,Concentration: (not-detected)
55,Wisconsin,2004,6%,,16,,Concentration: (0-<=5)
55,Wisconsin,2004,0%,,1,,Concentration: (>5)
55,Wisconsin,2004,94%,,274,,Concentration: (not-detected)
55,Wisconsin,2005,4%,,24,,Concentration: (0-<=5)
55,Wisconsin,2005,0%,,1,,Concentration: (>5)
55,Wisconsin,2005,96%,,548,,Concentration: (not-detected)
55,Wisconsin,2006,4%,,26,,Concentration: (0-<=5)
55,Wisconsin,2006,0%,,0,,Concentration: (>5)
55,Wisconsin,2006,96%,,583,,Concentration: (not-detected)
55,Wisconsin,2007,10%,,29,,Concentration: (0-<=5)
55,Wisconsin,2007,1%,,3,,Concentration: (>5)
55,Wisconsin,2007,89%,,267,,Concentration: (not-detected)
55,Wisconsin,2008,6%,,38,,Concentration: (0-<=5)
55,Wisconsin,2008,0%,,1,,Concentration: (>5)
55,Wisconsin,2008,94%,,577,,Concentration: (not-detected)
55,Wisconsin,2009,5%,,29,,Concentration: (0-<=5)
55,Wisconsin,2009,0%,,2,,Concentration: (>5)
55,Wisconsin,2009,95%,,613,,Concentration: (not-detected)
55,Wisconsin,2010,10%,,39,,Concentration: (0-<=5)
55,Wisconsin,2010,0%,,0,,Concentration: (>5)
55,Wisconsin,2010,90%,,355,,Concentration: (not-detected)
55,Wisconsin,2011,6%,,37,,Concentration: (0-<=5)
55,Wisconsin,2011,0%,,1,,Concentration: (>5)
55,Wisconsin,2011,94%,,586,,Concentration: (not-detected)
55,Wisconsin,2012,5%,,35,,Concentration: (0-<=5)
55,Wisconsin,2012,0%,,0,,Concentration: (>5)
55,Wisconsin,2012,95%,,638,,Concentration: (not-detected)
55,Wisconsin,2013,7%,,24,,Concentration: (0-<=5)
55,Wisconsin,2013,0%,,1,,Concentration: (>5)
55,Wisconsin,2013,92%,,307,,Concentration: (not-detected)
55,Wisconsin,2014,5%,,34,,Concentration: (0-<=5)
55,Wisconsin,2014,0%,,1,,Concentration: (>5)
55,Wisconsin,2014,94%,,589,,Concentration: (not-detected)
55,Wisconsin,2015,5%,,29,,Concentration: (0-<=5)
55,Wisconsin,2015,0%,,0,,Concentration: (>5)
55,Wisconsin,2015,95%,,535,,Concentration: (not-detected)
55,Wisconsin,2016,9%,,23,,Concentration: (0-<=5)
55,Wisconsin,2016,0%,,0,,Concentration: (>5)
55,Wisconsin,2016,91%,,237,,Concentration: (not-detected)
55,Wisconsin,2017,4%,,24,,Concentration: (0-<=5)
55,Wisconsin,2017,0%,,0,,Concentration: (>5)
55,Wisconsin,2017,96%,,561,,Concentration: (not-detected)
55,Wisconsin,2019,7%,,16,,Concentration: (0-<=5)
55,Wisconsin,2019,0%,,0,,Concentration: (>5)
55,Wisconsin,2019,93%,,223,,Concentration: (not-detected)
55,Wisconsin,2020,3%,,18,,Concentration: (0-<=5)
55,Wisconsin,2020,0%,,0,,Concentration: (>5)
55,Wisconsin,2020,97%,,597,,Concentration: (not-detected)
55,Wisconsin,2021,3%,,16,,Concentration: (0-<=5)
55,Wisconsin,2021,0%,,2,,Concentration: (>5)
55,Wisconsin,2021,97%,,545,,Concentration: (not-detected)
55,Wisconsin,2022,7%,,17,,Concentration: (0-<=5)
55,Wisconsin,2022,0%,,1,,Concentration: (>5)
55,Wisconsin,2022,93%,,231,,Concentration: (not-detected)
55,Wisconsin,2023,2%,,13,,Concentration: (0-<=5)
55,Wisconsin,2023,0%,,1,,Concentration: (>5)
55,Wisconsin,2023,98%,,588,,Concentration: (not-detected)
